sample,DDX11L1,WASH7P,MIR6859-1,MIR1302-2HG,FAM138A,OR4G4P,OR4G11P,OR4F5,RP11-34P13.7,CICP27,tissue_type
GTEX-1EN7A-0011-R7b-SM-9QEHX,0.0,0.5652,0.0,0.0,0.0,0.04255,0.1521,0.1557,0.008688,0.010320000000000001,Putamen (basal ganglia) 
GTEX-1EN7A-3026-SM-7PBYT,0.0,2.072,0.0,0.025419999999999998,0.0,0.05242,0.2108,0.1918,0.0214,0.03815,Cortex 
GTEX-1EU9M-0011-R2b-SM-9QEH7,0.0,0.3826,0.0,0.0,0.0,0.027489999999999997,0.0,0.0,0.02245,0.026680000000000002,Substantia nigra 
GTEX-1EU9M-0011-R3a-SM-9QEHY,0.01355,0.6879,0.0,0.0,0.0,0.08365,0.07475,0.1276,0.0,0.02706,Anterior cingulate cortex (BA24) 
GTEX-1EU9M-0011-R7b-SM-9OSVU,0.008386,0.3057,0.0,0.050230000000000004,0.0,0.08631,0.04628,0.09477000000000001,0.0282,0.01256,Putamen (basal ganglia) 
GTEX-1EU9M-0011-R9a-SM-9WG61,0.01957,0.9428,0.0,0.0,0.0,0.0,0.07199,0.1843,0.0329,0.02932,Spinal cord (cervical c-1) 
GTEX-1EU9M-2926-SM-793DF,0.0,3.202,0.0,0.0,0.0,0.0,0.05655,0.05791,0.02584,0.09212999999999999,Cerebellum 
GTEX-1EWIQ-0011-R1a-SM-9OSX7,0.02537,1.4040000000000001,0.0,0.1266,0.03599,0.2089,0.28,0.1912,0.03199,0.0,Hippocampus 
GTEX-1EWIQ-0011-R6a-SM-ARU8G,0.0,0.4737,0.0,0.0,0.0,0.07132000000000001,0.0956,0.06526,0.0,0.06922,Nucleus accumbens (basal ganglia) 
GTEX-1EWIQ-0011-R9a-SM-ARL8L,0.0,1.5730000000000002,0.0,0.0,0.0,0.056510000000000005,0.0,0.0,0.0,0.0,Spinal cord (cervical c-1) 
GTEX-1EWIQ-3026-SM-7IGOJ,0.0,2.109,0.0,0.0,0.0,0.07937999999999999,0.03547,0.03632,0.03241,0.03852,Cerebellum 
GTEX-1EWIQ-3126-SM-7MXTI,0.047,0.7955,0.0,0.1251,0.02222,0.129,0.461,0.4131,0.01317,0.007824,Cortex 
GTEX-1EX96-0011-R10b-SM-CE6QR,0.0,2.496,0.0,0.0,0.0,0.0,0.03833,0.03925,0.035039999999999995,0.020819999999999998,Frontal Cortex (BA9) 
GTEX-1EX96-0011-R1a-SM-CE6R5,0.0162,2.025,0.0,0.0,0.0,0.06669,0.1788,0.3356,0.013619999999999998,0.056639999999999996,Hippocampus 
GTEX-1EX96-0011-R3b-SM-ARZMH,0.02545,1.756,0.0,0.0,0.0,0.052379999999999996,0.1404,0.09586,0.0,0.06355,Anterior cingulate cortex (BA24) 
GTEX-1EX96-0011-R4a-SM-ARU82,0.0,0.9838,0.0,0.0,0.0,0.0,0.04964,0.07624,0.022680000000000002,0.01348,Amygdala 
GTEX-1EX96-0011-R5a-SM-ARU83,0.0,1.311,0.0,0.034069999999999996,0.0,0.0,0.06277,0.06427000000000001,0.02868,0.01704,Caudate (basal ganglia) 
GTEX-1EX96-0011-R6a-SM-9OSVV,0.0,0.5964,0.0,0.1143,0.0,0.04715,0.1896,0.2157,0.01925,0.00572,Nucleus accumbens (basal ganglia) 
GTEX-1EX96-0011-R7a-SM-9OSVW,0.01143,0.6102,0.0,0.04565,0.03243,0.1647,0.1682,0.1077,0.019219999999999998,0.02284,Putamen (basal ganglia) 
GTEX-1EX96-3026-SM-7RHH5,0.0,2.299,0.0,0.0,0.0,0.03563,0.09552999999999999,0.06521,0.0,0.008646,Cortex 
GTEX-1EX96-3126-SM-9JGGC,0.0,4.485,0.0,0.0,0.0,0.03812,0.03406,0.0,0.03113,0.0185,Cerebellum 
GTEX-1F48J-0011-R10a-SM-9QEIB,0.0,1.328,0.0,0.03772,0.026789999999999998,0.03888,0.0,0.03558,0.031760000000000004,0.018869999999999998,Frontal Cortex (BA9) 
GTEX-1F48J-0011-R11b-SM-9OSWV,0.0665,3.319,0.0,0.04426,0.0,0.1369,0.1223,0.2088,0.0,0.02214,Cerebellar Hemisphere 
GTEX-1F48J-0011-R1a-SM-9QEIC,0.0,2.122,0.0,0.03829,0.0,0.03947,0.035269999999999996,0.03612,0.0,0.0,Hippocampus 
GTEX-1F48J-0011-R2a-SM-CL535,0.0,1.982,0.0,0.0,0.017,0.04935,0.1323,0.158,0.06046,0.005987,Substantia nigra 
GTEX-1F48J-0011-R3b-SM-9OSVY,0.0,1.054,0.0,0.05575,0.0198,0.1149,0.1541,0.07889,0.07041,0.0,Anterior cingulate cortex (BA24) 
GTEX-1F48J-0011-R4b-SM-9OSVX,0.0,0.7884,0.0,0.03778,0.0,0.0779,0.1044,0.07128,0.1272,0.04725,Amygdala 
GTEX-1F48J-0011-R5b-SM-9OSVZ,0.0,1.056,0.0,0.02744,0.0,0.05658,0.05056,0.1035,0.03466,0.0,Caudate (basal ganglia) 
GTEX-1F48J-0011-R6a-SM-CJI2F,0.0,1.617,0.0,0.034910000000000004,0.0248,0.10800000000000001,0.03217,0.09881000000000001,0.1323,0.04367,Nucleus accumbens (basal ganglia) 
GTEX-1F48J-0011-R7a-SM-CJI2G,0.0,1.3980000000000001,0.0,0.0,0.01857,0.05389,0.04816,0.0,0.07703,0.03923,Putamen (basal ganglia) 
GTEX-1F48J-0011-R8a-SM-9OSWW,0.01469,1.415,0.0,0.02932,0.02083,0.09068999999999999,0.054029999999999995,0.166,0.1111,0.029339999999999998,Hypothalamus 
GTEX-1F48J-2726-SM-7P8PW,0.08527,2.146,0.0,0.0,0.0,0.11699999999999999,0.0,0.1071,0.02389,0.05678,Cerebellum 
GTEX-1F48J-2826-SM-7P8R4,0.0147,1.053,0.0,0.0,0.02086,0.0908,0.05409,0.0,0.04944,0.007343000000000001,Cortex 
GTEX-1F52S-0011-R11a-SM-CJI23,0.02029,4.096,0.0,0.0,0.0,0.08355,0.07466,0.1147,0.01706,0.0,Cerebellar Hemisphere 
GTEX-1F52S-0011-R3a-SM-CKZNI,0.01721,1.0759999999999998,0.0,0.03436,0.0,0.1063,0.1266,0.1297,0.014469999999999998,0.0,Anterior cingulate cortex (BA24) 
GTEX-1F52S-0011-R5a-SM-CJI22,0.0,1.564,0.0,0.0,0.0,0.0757,0.09018999999999999,0.1154,0.02061,0.030610000000000002,Caudate (basal ganglia) 
GTEX-1F52S-0011-R7b-SM-9QEH8,0.01786,0.6045,0.0,0.017830000000000002,0.0,0.01838,0.09854,0.1009,0.0075049999999999995,0.04459,Putamen (basal ganglia) 
GTEX-1F52S-0011-R8a-SM-9OSXA,0.012980000000000002,1.893,0.0,0.02592,0.0,0.2138,0.1672,0.1956,0.05457000000000001,0.07781,Hypothalamus 
GTEX-1F52S-0011-R9a-SM-9WG62,0.0,2.0580000000000003,0.0,0.0,0.0,0.06026,0.05385,0.0,0.02461,0.08772,Spinal cord (cervical c-1) 
GTEX-1F52S-3026-SM-7P8PV,0.0,4.088,0.0,0.0,0.0,0.0,0.0,0.1488,0.0332,0.03945,Cerebellum 
GTEX-1F52S-3126-SM-7PC3M,0.013319999999999999,1.075,0.0,0.0,0.0,0.2193,0.07347999999999999,0.1003,0.05596,0.03325,Cortex 
GTEX-1F6I4-0011-R10b-SM-9OSWT,0.0,2.101,0.0,0.031580000000000004,0.02244,0.1302,0.0,0.149,0.1596,0.007901,Frontal Cortex (BA9) 
GTEX-1F6I4-0011-R11b-SM-9OSWS,0.0,5.596,0.0,0.0,0.0,0.08006,0.3219,0.07326,0.2452,0.019430000000000003,Cerebellar Hemisphere 
GTEX-1F6I4-0011-R1a-SM-9OSWU,0.0,1.361,0.0,0.0,0.03408,0.04945,0.1547,0.1584,0.1515,0.0,Hippocampus 
GTEX-1F6I4-0011-R2a-SM-CL536,0.01864,2.33,0.0,0.037219999999999996,0.0,0.07675,0.24,0.2107,0.1254,0.009311,Substantia nigra 
GTEX-1F6I4-0011-R3a-SM-9QEH9,0.0,1.909,0.0,0.0,0.02019,0.029310000000000003,0.07857,0.08045,0.07181,0.014219999999999998,Anterior cingulate cortex (BA24) 
GTEX-1F6I4-0011-R5b-SM-9QEHA,0.0,1.055,0.0,0.02609,0.0,0.0269,0.04807,0.04923,0.08788,0.0,Caudate (basal ganglia) 
GTEX-1F6I4-0011-R6a-SM-CE6R4,0.0119,1.255,0.0,0.047510000000000004,0.0,0.2449,0.1532,0.1793,0.09001,0.03565,Nucleus accumbens (basal ganglia) 
GTEX-1F6I4-0011-R7a-SM-CJI24,0.01135,1.094,0.0,0.0,0.0,0.09346,0.041760000000000005,0.06414,0.1813,0.011340000000000001,Putamen (basal ganglia) 
GTEX-1F6I4-0011-R8a-SM-9QEIA,0.014430000000000002,1.1840000000000002,0.0,0.0,0.02047,0.1188,0.1327,0.08155,0.1941,0.0,Hypothalamus 
GTEX-1F6I4-0011-R9a-SM-CMKFU,0.0,2.9539999999999997,0.0,0.0,0.0,0.035930000000000004,0.06421,0.0,0.4108,0.01743,Spinal cord (cervical c-1) 
GTEX-1F6I4-3026-SM-7P8SI,0.0,6.631,0.0,0.4519,0.1605,1.165,0.9368,1.172,0.6184,0.2261,Cerebellum 
GTEX-1F6I4-3126-SM-7P8SD,0.08302999999999999,2.14,0.0,0.9283,0.1649,1.8119999999999998,1.7719999999999998,1.501,0.1256,0.03317,Cortex 
GTEX-1F6IF-0011-R10a-SM-9QEIN,0.0,2.384,0.0,0.0,0.0,0.0,0.032389999999999995,0.03317,0.1776,0.0,Frontal Cortex (BA9) 
GTEX-1F6IF-0011-R1b-SM-9WG78,0.02394,1.185,0.0,0.0,0.0,0.09856000000000001,0.044039999999999996,0.06763999999999999,0.1711,0.005979,Hippocampus 
GTEX-1F6IF-0011-R2b-SM-9QEHB,0.0,2.592,0.0,0.0,0.024990000000000002,0.03627,0.0,0.06638,0.3999,0.0176,Substantia nigra 
GTEX-1F6IF-0011-R4b-SM-CKZNJ,0.01517,1.0859999999999999,0.0,0.03028,0.021509999999999998,0.031219999999999998,0.027889999999999998,0.028560000000000002,0.204,0.0,Amygdala 
GTEX-1F6IF-0011-R5b-SM-CM2RH,0.0,2.447,0.0,0.026060000000000003,0.0,0.08059,0.0,0.09832,0.1316,0.02607,Caudate (basal ganglia) 
GTEX-1F6IF-0011-R6a-SM-9QEIO,0.0,1.595,0.0,0.1147,0.0,0.0394,0.035210000000000005,0.07211000000000001,0.1287,0.019119999999999998,Nucleus accumbens (basal ganglia) 
GTEX-1F6IF-0011-R8a-SM-9OSX5,0.0276,0.7007,0.0,0.0,0.0,0.1988,0.1523,0.2339,0.1044,0.04135,Hypothalamus 
GTEX-1F6IF-3026-SM-7P8QN,0.014190000000000001,1.9769999999999999,0.0,0.02833,0.0,0.2045,0.1566,0.05345,0.1908,0.02835,Cerebellum 
GTEX-1F6RS-3126-SM-9MQK7,0.0,3.778,0.0,0.0,0.03071,0.04457,0.07966000000000001,0.1631,0.0364,0.0,Cortex 
GTEX-1F75A-0011-R11a-SM-AHZ35,0.016059999999999998,3.074,0.0,0.06412999999999999,0.0,0.03306,0.0,0.060489999999999995,0.053989999999999996,0.016040000000000002,Cerebellar Hemisphere 
GTEX-1F75A-0011-R1b-SM-CE6RA,0.018430000000000002,1.679,0.0,0.036789999999999996,0.0,0.0,0.1017,0.06942000000000001,0.06196,0.027610000000000003,Hippocampus 
GTEX-1F75A-0011-R3b-SM-ARL8K,0.0,1.44,0.0,0.0,0.0,0.0,0.07537,0.0,0.01722,0.02046,Anterior cingulate cortex (BA24) 
GTEX-1F75A-0011-R4a-SM-ARL8J,0.0,0.625,0.0,0.04357,0.0,0.0,0.040139999999999995,0.0411,0.11,0.0,Amygdala 
GTEX-1F75A-0011-R5a-SM-ARZMJ,0.0,1.614,0.0,0.04267,0.0,0.0,0.0,0.161,0.05389,0.0,Caudate (basal ganglia) 
GTEX-1F75A-0011-R6b-SM-9QEHD,0.0,1.376,0.0,0.06493,0.0,0.03347,0.059820000000000005,0.09187999999999999,0.0,0.07309,Nucleus accumbens (basal ganglia) 
GTEX-1F75A-0011-R7b-SM-9QEHE,0.0,1.402,0.0,0.02193,0.0,0.022609999999999998,0.10099999999999999,0.1448,0.06462999999999999,0.02194,Putamen (basal ganglia) 
GTEX-1F75A-0011-R8a-SM-CL539,0.0,1.7169999999999999,0.0,0.0,0.0,0.1566,0.1166,0.2388,0.06394,0.019,Hypothalamus 
GTEX-1F75A-2926-SM-7MXVN,0.0,3.365,0.0,0.0637,0.0,0.19699999999999998,0.2934,0.2404,0.02682,0.06373999999999999,Cerebellum 
GTEX-1F75A-3026-SM-9KNU2,0.0,2.306,0.0,0.06429,0.02283,0.0,0.02961,0.1213,0.09473,0.02412,Cortex 
GTEX-1F75B-0011-R2a-SM-ARL8I,0.013930000000000001,0.9251,0.0,0.0,0.0,0.02868,0.1025,0.02624,0.0,0.0,Substantia nigra 
GTEX-1F75B-0011-R5a-SM-9QEHC,0.0,3.5669999999999997,0.0,0.0,0.0,0.0424,0.03789,0.0,0.0,0.09258999999999999,Caudate (basal ganglia) 
GTEX-1F75B-0011-R6a-SM-ARZMI,0.01707,0.9111,0.0,0.0,0.02421,0.0,0.06279,0.06429,0.028689999999999997,0.05967000000000001,Nucleus accumbens (basal ganglia) 
GTEX-1F75B-0011-R7a-SM-ARU84,0.0,1.038,0.0,0.03791,0.026930000000000003,0.0,0.0,0.0,0.0,0.009483,Putamen (basal ganglia) 
GTEX-1F75B-3026-SM-7PBZ7,0.02673,2.575,0.0,0.0,0.01896,0.08252999999999999,0.1967,0.2769,0.04494,0.020030000000000003,Cortex 
GTEX-1F75W-0011-R10b-SM-ARU7Z,0.014730000000000002,2.013,0.0,0.0,0.0,0.06062000000000001,0.05417,1.026,0.0,0.0,Frontal Cortex (BA9) 
GTEX-1F75W-0011-R11b-SM-AHZ34,0.0,4.17,0.0,0.05285,0.01877,0.05449,0.07304,0.1246,0.0,0.052879999999999996,Cerebellar Hemisphere 
GTEX-1F75W-0011-R1a-SM-ARU81,0.01487,1.045,0.0,0.0,0.0,0.0306,0.0547,2.6319999999999997,0.024990000000000002,0.0,Hippocampus 
GTEX-1F75W-0011-R5b-SM-9QEGV,0.0,1.959,0.0,0.02808,0.0,0.08684,0.1035,1.3769999999999998,0.01182,0.05619,Caudate (basal ganglia) 
GTEX-1F75W-0011-R6a-SM-9QEI5,0.0,1.9269999999999998,0.0,0.02897,0.0,0.05973,0.08007,0.8746,0.024390000000000002,0.02899,Nucleus accumbens (basal ganglia) 
GTEX-1F75W-0011-R7a-SM-9QEI6,0.014240000000000001,1.65,0.0,0.0,0.0202,0.0,0.1309,1.287,0.01197,0.04267,Putamen (basal ganglia) 
GTEX-1F75W-0011-R8a-SM-9QEI4,0.0,1.212,0.0,0.0,0.02276,0.03302,0.02951,0.8159,0.04046,0.04808,Hypothalamus 
GTEX-1F75W-3126-SM-7P8SJ,0.1482,4.515,0.0,0.355,0.0,0.915,1.036,1.4509999999999998,0.2989,0.08881,Cerebellum 
GTEX-1F7RK-0011-R10b-SM-ARU7Y,0.01635,1.49,0.0,0.0,0.0,0.033639999999999996,0.060129999999999996,0.0,0.0,0.02449,Frontal Cortex (BA9) 
GTEX-1F7RK-0011-R11b-SM-9QEI2,0.0,6.496,0.0,0.05082,0.0,0.0524,0.04682,0.0,0.0,0.02543,Cerebellar Hemisphere 
GTEX-1F7RK-0011-R3b-SM-9OSWJ,0.0,1.147,0.0,0.05251,0.01865,0.2165,0.1693,0.2724,0.07737000000000001,0.013130000000000001,Anterior cingulate cortex (BA24) 
GTEX-1F7RK-0011-R4b-SM-9QEI7,0.0,1.646,0.0,0.07012,0.0,0.03614,0.0323,0.09922,0.0,0.0,Amygdala 
GTEX-1F7RK-0011-R5b-SM-9WG5S,0.0,0.9253,0.0,0.0645,0.02291,0.0,0.1485,0.06084,0.013580000000000002,0.016130000000000002,Caudate (basal ganglia) 
GTEX-1F7RK-0011-R6b-SM-ARZMG,0.0,1.764,0.0,0.0,0.0,0.1418,0.0,0.0,0.0,0.022940000000000002,Nucleus accumbens (basal ganglia) 
GTEX-1F7RK-1826-SM-7RHI4,0.01706,3.02,0.0,0.06812,0.0,0.07022,0.09412999999999999,0.09639,0.0,0.008519,Cortex 
GTEX-1F88E-0011-R6a-SM-CKZNW,0.0,1.511,0.0,0.02106,0.0,0.02171,0.0582,0.01987,0.008865999999999999,0.02634,Nucleus accumbens (basal ganglia) 
GTEX-1F88E-0011-R8a-SM-CJI2H,0.0,3.3110000000000004,0.0,0.06009,0.0,0.030969999999999998,0.1107,0.08502,0.0253,0.1202,Hypothalamus 
GTEX-1F88E-2826-SM-7RHHE,0.013630000000000001,1.508,0.0,0.02721,0.0,0.1122,0.1504,0.02567,0.05727,0.04083,Cortex 
GTEX-1F88F-0011-R9b-SM-9WG7L,0.0,3.3480000000000003,0.0,0.0,0.0,0.0,0.04261,0.04363,0.0,0.01157,Spinal cord (cervical c-1) 
GTEX-1GF9V-0011-R10b-SM-CKZNP,0.05964,2.873,0.0,0.0,0.0,0.04092,0.07313,0.03744,0.01671,0.059570000000000005,Frontal Cortex (BA9) 
GTEX-1GF9V-0011-R1a-SM-CKZNQ,0.0,1.162,0.0,0.0,0.0,0.0,0.08991,0.1841,0.03082,0.01831,Hippocampus 
GTEX-1GF9V-0011-R5a-SM-9QEI8,0.0,0.9023,0.0,0.02386,0.01695,0.0246,0.04396,0.135,0.01004,0.0,Caudate (basal ganglia) 
GTEX-1GF9V-0011-R6b-SM-CJI2Q,0.0,1.9680000000000002,0.0,0.04607,0.01637,0.02375,0.0,0.043460000000000006,0.029089999999999998,0.005762,Nucleus accumbens (basal ganglia) 
GTEX-1GF9V-0011-R7a-SM-CJI2R,0.03297,1.653,0.0,0.0,0.02338,0.1018,0.03032,0.1552,0.027710000000000002,0.0,Putamen (basal ganglia) 
GTEX-1GF9V-0011-R8b-SM-CE6RB,0.036489999999999995,2.6839999999999997,0.0,0.0,0.0,0.03756,0.03356,0.1031,0.03067,0.027339999999999996,Hypothalamus 
GTEX-1GF9V-0011-R9a-SM-CL53K,0.02072,3.48,0.0,0.0,0.02939,0.0,0.038110000000000005,0.07804,0.01741,0.041389999999999996,Spinal cord (cervical c-1) 
GTEX-1GF9V-2926-SM-7PBXO,0.02534,1.682,0.0,0.050589999999999996,0.0,0.05215,0.1631,0.1432,0.042589999999999996,0.006327,Cortex 
GTEX-1GF9V-3026-SM-7P8R8,0.0,3.18,0.0,0.0,0.0,0.09485,0.02825,0.02893,0.03873,0.02301,Cerebellum 
GTEX-1GF9W-0011-R10a-SM-9OSXH,0.0,1.922,0.0,0.03038,0.0,0.06265,0.08397,0.08598,0.08954,0.0608,Frontal Cortex (BA9) 
GTEX-1GF9W-0011-R11b-SM-9OSXG,0.02061,4.561,0.524,0.0,0.0,0.04242,0.07581,0.07762999999999999,0.03464,0.02058,Cerebellar Hemisphere 
GTEX-1GF9W-0011-R1a-SM-9QEIQ,0.0,1.652,0.0,0.0,0.0,0.0,0.1496,0.1226,0.02735,0.05687999999999999,Hippocampus 
GTEX-1GF9W-0011-R3b-SM-CJI2S,0.01299,1.7919999999999998,0.0,0.0,0.01842,0.05346,0.0,0.04892,0.08732999999999999,0.025939999999999998,Anterior cingulate cortex (BA24) 
GTEX-1GF9W-0011-R4a-SM-CE6RH,0.014819999999999998,1.331,0.0,0.08877,0.02102,0.244,0.08177999999999999,0.307,0.0,0.059210000000000006,Amygdala 
GTEX-1GF9W-0011-R5a-SM-CKZO4,0.0,1.867,0.0,0.06926,0.0164,0.0,0.1276,0.04356,0.05831,0.01155,Caudate (basal ganglia) 
GTEX-1GF9W-0011-R6b-SM-9QEIE,0.0108,1.041,0.0,0.06469,0.0,0.02223,0.07946,0.061029999999999994,0.07263,0.010790000000000001,Nucleus accumbens (basal ganglia) 
GTEX-1GF9W-0011-R7b-SM-9QEIF,0.0,0.8879,0.0,0.025689999999999998,0.0,0.07946,0.09468,0.09695,0.07571,0.01285,Putamen (basal ganglia) 
GTEX-1GF9W-0011-R8b-SM-9QEIR,0.0,1.797,0.0,0.03938,0.0,0.0,0.03628,0.07429,0.04973,0.0985,Hypothalamus 
GTEX-1GF9W-0011-R9b-SM-9WG7J,0.0,0.6509999999999999,0.0,0.02435,0.0,0.1506,0.1346,0.1149,0.03075,0.02436,Spinal cord (cervical c-1) 
GTEX-1GF9W-2626-SM-7P8TA,0.08494,2.256,0.0,0.5766,0.1205,1.0490000000000002,1.094,1.1520000000000001,0.2285,0.1442,Cortex 
GTEX-1GF9W-2726-SM-9JGGW,0.0,8.349,0.0,0.0,0.0,0.0,0.07236000000000001,0.0,0.06613,0.0,Cerebellum 
GTEX-1GMR8-0011-R10a-SM-CJI21,0.0,4.083,0.0,0.036610000000000004,0.0,0.0,0.0,0.4835,0.06165,0.03663,Frontal Cortex (BA9) 
GTEX-1GMR8-0011-R11b-SM-9OSX2,0.022000000000000002,4.841,0.0,0.0,0.03121,0.04529,0.1214,0.4973,0.0,0.04395,Cerebellar Hemisphere 
GTEX-1GMR8-0011-R1b-SM-CJI2O,0.0,1.8090000000000002,0.0,0.0,0.01728,0.02508,0.04483,1.033,0.0,0.02434,Hippocampus 
GTEX-1GMR8-0011-R2a-SM-CE6RD,0.0122,0.9686,0.0,0.02435,0.0,0.07531,0.0673,1.608,0.0205,0.006091,Substantia nigra 
GTEX-1GMR8-0011-R3b-SM-9QEIG,0.0,1.186,0.0,0.07177,0.0,0.09865,0.1763,0.835,0.01007,0.0,Anterior cingulate cortex (BA24) 
GTEX-1GMR8-0011-R4a-SM-9OSX1,0.0,1.03,0.0,0.02507,0.0,0.1292,0.1617,1.561,0.0,0.02508,Amygdala 
GTEX-1GMR8-0011-R5b-SM-9QEIH,0.0,1.5,0.0,0.0,0.03592,0.026060000000000003,0.09316,0.6439,0.0,0.018969999999999997,Caudate (basal ganglia) 
GTEX-1GMR8-0011-R6b-SM-CE6RC,0.02037,2.281,0.0,0.08133,0.0,0.1677,0.07493,0.5371,0.05136,0.05086,Nucleus accumbens (basal ganglia) 
GTEX-1GMR8-0011-R7b-SM-CJI2I,0.0,2.097,0.0,0.05316,0.0,0.0,0.04898,1.73,0.0,0.0266,Putamen (basal ganglia) 
GTEX-1GMR8-0011-R8a-SM-CKZNX,0.0,2.6460000000000004,0.0,0.03689,0.02621,0.0,0.03398,0.6612,0.04659,0.036910000000000005,Hypothalamus 
GTEX-1GMR8-3026-SM-9KNVF,0.014719999999999999,1.59,0.0,0.0,0.0,0.030289999999999997,0.05413,0.4434,0.037110000000000004,0.03675,Cortex 
GTEX-1GMRU-0011-R10b-SM-CJI2L,0.01551,2.887,0.0,0.0,0.02199,0.03191,0.02852,0.0292,0.013030000000000002,0.007744,Frontal Cortex (BA9) 
GTEX-1GMRU-0011-R11b-SM-C1YQ4,0.0,4.783,0.0,0.0,0.0,0.08792,0.0,0.04022,0.01795,0.021330000000000002,Cerebellar Hemisphere 
GTEX-1GMRU-0011-R5a-SM-CKZNS,0.0,1.3780000000000001,0.0,0.0,0.0,0.050089999999999996,0.1119,0.1375,0.02045,0.01215,Caudate (basal ganglia) 
GTEX-1GMRU-0011-R6b-SM-A9G3B,0.0,0.986,0.0,0.07821,0.0,0.1075,0.1921,0.12300000000000001,0.03292,0.01956,Nucleus accumbens (basal ganglia) 
GTEX-1GMRU-0011-R7b-SM-A96TJ,0.0,0.9213,0.0,0.0,0.01825,0.07944,0.047330000000000004,0.04846,0.01081,0.03855,Putamen (basal ganglia) 
GTEX-1GMRU-3026-SM-7P8TC,0.05074,2.334,0.0,0.3377,0.1679,0.731,1.089,1.051,0.1422,0.033780000000000004,Cortex 
GTEX-1GN1U-0011-R10b-SM-CKZNH,0.0,3.715,0.0,0.0,0.0,0.0,0.09543,0.0,0.109,0.025910000000000002,Frontal Cortex (BA9) 
GTEX-1GN1U-0011-R1a-SM-CJI25,0.03299,4.102,0.0,0.0,0.0,0.0679,0.03034,0.0932,0.02773,0.05766,Hippocampus 
GTEX-1GN1U-0011-R2a-SM-CL53A,0.01254,2.106,0.0,0.02503,0.0,0.2064,0.06917999999999999,0.1417,0.03161,0.09392,Substantia nigra 
GTEX-1GN1U-0011-R5a-SM-9QEIS,0.0,1.646,0.0,0.0,0.02988,0.04336,0.0775,0.07935,0.08854,0.052610000000000004,Caudate (basal ganglia) 
GTEX-1GN1U-0011-R6a-SM-CKZNO,0.0,2.5789999999999997,0.0,0.031889999999999995,0.04531,0.0,0.02938,0.030080000000000003,0.1343,0.0,Nucleus accumbens (basal ganglia) 
GTEX-1GN1U-0011-R8a-SM-CL537,0.013309999999999999,2.028,0.0,0.02657,0.01888,0.0274,0.1469,0.07521,0.05594,0.03988,Hypothalamus 
GTEX-1GN1U-0011-R9b-SM-CMKFW,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.03684,0.3124,0.1075,Spinal cord (cervical c-1) 
GTEX-1GN1V-0011-R10a-SM-CKZNU,0.0,0.6809,0.0,0.0,0.01648,0.1196,0.06412999999999999,0.08755,0.0,0.023219999999999998,Frontal Cortex (BA9) 
GTEX-1GN1V-0011-R8a-SM-CKZNV,0.0,1.517,0.0,0.0,0.0,0.03476,0.09319,0.031810000000000005,0.02839,0.0,Hypothalamus 
GTEX-1GN1V-3126-SM-7PBZG,0.01083,1.171,0.0,0.06489,0.0461,0.1338,0.2391,0.3265,0.02732,0.054110000000000005,Cortex 
GTEX-1GN2E-0011-R10a-SM-CE6RI,0.0,1.973,0.0,0.06507,0.0,0.1342,0.02997,1.2890000000000001,0.0,0.0,Frontal Cortex (BA9) 
GTEX-1GN2E-0011-R1b-SM-CE6RJ,0.0,1.6380000000000001,0.0,0.0598,0.042480000000000004,0.09247999999999999,0.1102,2.793,0.03776,0.01496,Hippocampus 
GTEX-1GN2E-0011-R2a-SM-9WG7D,0.02196,0.5431,0.0,0.06575,0.0,0.1808,0.1817,1.861,0.009226999999999999,0.005483,Substantia nigra 
GTEX-1GN2E-0011-R5b-SM-CJI2M,0.0,1.246,0.0,0.0,0.0,0.139,0.04141,1.739,0.009462,0.0,Caudate (basal ganglia) 
GTEX-1GN2E-0011-R6b-SM-9QEII,0.0,1.146,0.0,0.05245,0.0,0.027039999999999998,0.09664,3.29,0.022080000000000002,0.01312,Nucleus accumbens (basal ganglia) 
GTEX-1GN2E-0011-R7b-SM-9QEIJ,0.0,0.9758,0.0,0.02494,0.0,0.1028,0.0919,2.5639999999999996,0.021,0.0,Putamen (basal ganglia) 
GTEX-1GN2E-0011-R8a-SM-CE6RK,0.03205,1.544,0.0,0.032,0.04546,0.1649,0.1474,1.72,0.05388,0.0,Hypothalamus 
GTEX-1GN2E-0011-R9b-SM-9WG7F,0.0,1.113,0.0,0.029439999999999997,0.0,0.2124,0.08135,0.9719,0.0,0.0,Spinal cord (cervical c-1) 
GTEX-1GN2E-3026-SM-9WG6I,0.0,2.725,0.0,0.09034,0.0,0.09314,0.1873,1.065,0.03803,0.00565,Cortex 
GTEX-1GN73-0011-R10b-SM-CKZNR,0.0,4.466,0.0,0.0,0.0,0.0,0.1107,0.0,0.050589999999999996,0.0,Frontal Cortex (BA9) 
GTEX-1GN73-0011-R11b-SM-9OSX4,0.0,4.388,0.0,0.0,0.0,0.0,0.1148,0.0,0.03497,0.0,Cerebellar Hemisphere 
GTEX-1GN73-0011-R1a-SM-CKZNT,0.0,2.6639999999999997,0.0,0.0,0.0,0.0,0.061189999999999994,0.09399,0.055929999999999994,0.0,Hippocampus 
GTEX-1GN73-0011-R2a-SM-CJI2V,0.028689999999999997,3.156,0.0,0.0,0.0,0.059039999999999995,0.1055,0.027010000000000003,0.01206,0.05014,Substantia nigra 
